director.id,director.gender,director.birth_year,director.birth_country,director.tf.movie_director
Director_1293324,G1,1915.0,C26,5
Director_1293448,G1,1980.0,C7,4
Director_1293736,G1,1973.0,C37,3
Director_1293899,G1,1944.0,C2,3
Director_1293988,G1,1967.0,C2,1
Director_1294085,G1,1965.0,C37,5
Director_1294086,G1,1937.0,C37,1
Director_1294092,G1,1977.0,C7,1
Director_1294100,G1,1966.0,C18,3
Director_1294852,G1,1894.0,C2,35
Director_1294928,G1,1950.0,C9,1
Director_1295025,G1,1952.0,C53,1
Director_1295084,G1,1981.0,C4,1
Director_1295218,G1,1933.0,C55,3
Director_1295423,G1,1941.0,C8,1
Director_1295453,G1,1959.0,C57,4
Director_2457821,G2,1973.0,C38,1
Director_1295811,G1,1922.0,C2,32
Director_1295976,G1,1968.0,C7,3
Director_1296072,G1,1956.0,C103,1
Director_1296171,G1,1947.0,C53,6
Director_1296330,G1,1945.0,C38,14
Director_1296380,G1,1952.0,C7,1
Director_1296480,G1,1942.0,C39,1
Director_1296486,G1,1969.0,C36,1
Director_1296569,G1,1958.0,C7,1
Director_1296609,G1,1940.0,C84,5
Director_2458310,G2,1966.0,C28,1
Director_1296870,G1,1977.0,C7,1
Director_1296914,G1,1931.0,C2,1
Director_2458535,G2,1942.0,C72,3
Director_1297136,G1,1930.0,C55,2
Director_1297188,G1,1894.0,C1,8
Director_1297370,G1,1972.0,C7,1
Director_1298128,G1,1971.0,C53,3
Director_2459201,G2,1962.0,C55,1
Director_1298452,G1,1936.0,C7,7
Director_1298545,G1,1980.0,C86,1
Director_1298619,G1,1923.0,C7,6
Director_1298774,G1,1952.0,C7,8
Director_1298804,G1,1891.0,C7,3
Director_1299008,G1,1923.0,C7,4
Director_1299013,G1,1969.0,C10,1
Director_1299102,G1,1927.0,C7,1
Director_2459743,G2,1959.0,C2,1
Director_1299367,G1,1981.0,C7,2
Director_2459878,G2,1964.0,C10,1
Director_1299698,G1,1978.0,C7,1
Director_1299984,G1,1980.0,C7,2
Director_2460197,G2,1985.0,C7,1
Director_1300084,G1,1961.0,C7,3
Director_1300132,G1,1966.0,C7,1
Director_1300170,G1,1931.0,C2,3
Director_1300248,G1,1972.0,C7,1
Director_1300285,G1,1993.0,C26,1
Director_1300391,G1,1972.0,C16,1
Director_1300424,G1,1955.0,C1,1
Director_1300556,G1,1990.0,C128,1
Director_1300562,G1,1935.0,C1,3
Director_1300727,G1,1948.0,C21,2
Director_1300737,G1,1911.0,C32,1
Director_2460750,G2,1931.0,C36,1
Director_1301125,G1,1973.0,C7,1
Director_1301171,G1,1969.0,C7,2
Director_1301201,G1,1932.0,C21,1
Director_1301235,G1,1949.0,C2,4
Director_1301299,G1,1946.0,C21,2
Director_1301433,G1,1940.0,C7,1
Director_1301500,G1,1965.0,C17,2
Director_1301961,G1,1935.0,C7,1
Director_1302180,G1,1925.0,C7,9
Director_1302217,G1,1971.0,C7,2
Director_1302258,G1,1911.0,C26,1
Director_1302476,G1,1954.0,C2,5
Director_1302488,G1,1983.0,C7,1
Director_1302495,G1,1927.0,C2,3
Director_1302500,G1,1946.0,C7,3
Director_1302580,G1,1934.0,C2,7
Director_1302822,G1,1955.0,C7,1
Director_1302879,G1,1936.0,C7,7
Director_1302915,G1,1970.0,C7,1
Director_1302962,G1,1963.0,C7,1
Director_1303090,G1,1965.0,C26,8
Director_1303125,G1,1989.0,C7,2
Director_1303144,G1,1919.0,C10,3
Director_1304087,G1,1951.0,C26,8
Director_1304102,G1,1902.0,C26,1
Director_1304224,G1,1928.0,C26,29
Director_1304330,G1,1897.0,C2,5
Director_1304412,G1,1942.0,C7,4
Director_1304432,G1,1966.0,C2,6
Director_1304590,G1,1965.0,C7,1
Director_1304632,G1,1942.0,C26,1
Director_1304901,G1,1919.0,C4,2
Director_1304902,G1,1888.0,C4,2
Director_1305029,G1,1961.0,C4,17
Director_1305071,G1,1945.0,C7,2
Director_1305220,G1,1980.0,C4,1
Director_1305297,G1,1949.0,C24,1
Director_1305307,G1,1977.0,C7,1
Director_1305397,G1,1946.0,C26,1
Director_1305470,G1,1963.0,C26,2
Director_1305853,G1,1985.0,C285,4
Director_1305872,G1,1942.0,C7,1
Director_1306204,G1,1965.0,C7,1
Director_1306273,G1,1967.0,C284,1
Director_1306341,G1,1962.0,C4,2
Director_1306456,G1,1981.0,C10,2
Director_2463539,G2,1902.0,C4,7
Director_1306511,G1,1965.0,C4,1
Director_1306535,G1,1981.0,C7,1
Director_1306541,G1,1976.0,C7,2
Director_1306547,G1,1914.0,C44,6
Director_1306578,G1,1947.0,C7,1
Director_1306642,G1,1971.0,C4,1
Director_1306709,G1,1887.0,C4,2
Director_2463652,G2,1973.0,C4,1
Director_1306932,G1,1918.0,C7,1
Director_1307049,G1,1931.0,C72,1
Director_1307078,G1,1961.0,C7,2
Director_2463868,G2,1969.0,C7,2
Director_1307191,G1,1965.0,C57,1
Director_2464012,G2,1970.0,C53,5
Director_1307446,G1,1957.0,C7,3
Director_1307493,G1,1886.0,C17,3
Director_1307586,G1,1984.0,C7,1
Director_1307735,G1,1971.0,C39,3
Director_2464244,G2,1965.0,C72,1
Director_1307843,G1,1979.0,C9,7
Director_1307890,G1,1962.0,C13,2
Director_2464318,G2,1961.0,C57,1
Director_1307937,G1,1974.0,C7,6
Director_1308078,G1,1979.0,C7,1
Director_1308096,G1,1969.0,C7,5
Director_1308494,G1,1894.0,C4,1
Director_1308521,G1,1905.0,C2,5
Director_1308701,G1,1886.0,C46,2
Director_2464780,G2,1970.0,C45,1
Director_1308737,G1,1915.0,C55,2
Director_1309138,G1,1947.0,C72,3
Director_1309465,G1,1941.0,C13,13
Director_1309878,G1,1952.0,C1,3
Director_1309915,G1,1966.0,C8,2
Director_2465510,G2,1964.0,C1,3
Director_1310071,G1,1955.0,C18,1
Director_1310093,G1,1963.0,C10,2
Director_1310100,G1,1869.0,C4,3
Director_1310164,G1,1943.0,C53,27
Director_1310230,G1,1975.0,C18,1
Director_1310271,G1,1936.0,C4,1
Director_1310299,G1,1977.0,C7,1
Director_1310375,G1,1916.0,C17,50
Director_1310378,G1,1951.0,C17,12
Director_1310382,G1,1920.0,C17,4
Director_1310440,G1,1897.0,C7,1
Director_1310510,G1,1971.0,C1,3
Director_1310577,G1,1936.0,C2,1
Director_2465820,G2,1962.0,C39,1
Director_1310650,G1,1939.0,C20,2
Director_1310652,G1,1947.0,C20,1
Director_1310715,G1,1952.0,C20,1
Director_1310888,G1,1968.0,C26,8
Director_1310924,G1,1938.0,C7,24
Director_1311048,G1,1949.0,C40,1
Director_1311068,G1,1978.0,C26,2
Director_1311086,G1,1914.0,C7,26
Director_1311202,G1,1888.0,C4,12
Director_1311286,G1,1961.0,C152,7
Director_1311312,G1,1952.0,C7,8
Director_1311907,G1,1973.0,C7,1
Director_2466617,G2,1966.0,C53,1
Director_1312162,G1,1943.0,C7,1
Director_1312684,G1,1930.0,C31,3
Director_1312757,G1,1969.0,C1,1
Director_1312783,G1,1975.0,C1,1
Director_1312857,G1,1879.0,C2,7
Director_2467072,G2,1933.0,C7,1
Director_1313015,G1,1928.0,C2,26
Director_1313219,G1,1970.0,C42,8
Director_1313450,G1,1902.0,C2,3
Director_1313638,G1,1968.0,C7,2
Director_1313688,G1,1918.0,C7,4
Director_1313750,G1,1892.0,C7,35
Director_1313766,G1,1957.0,C7,12
Director_1313767,G1,1977.0,C7,1
Director_1313993,G1,1937.0,C7,1
Director_1314208,G1,1972.0,C7,1
Director_1314241,G1,1922.0,C2,8
Director_1314270,G1,1958.0,C17,1
Director_1314330,G1,1963.0,C7,11
Director_1314402,G1,1959.0,C7,2
Director_1314455,G1,1918.0,C7,2
Director_1314459,G1,1886.0,C7,2
Director_1314553,G1,1940.0,C7,2
Director_1314596,G1,1958.0,C7,5
Director_1314946,G1,1977.0,C4,1
Director_1315102,G1,1920.0,C2,20
Director_1315516,G1,1894.0,C7,12
Director_1315531,G1,1968.0,C7,1
Director_1315928,G1,1977.0,C7,1
Director_1316099,G1,1976.0,C26,8
Director_1316310,G1,1961.0,C7,1
Director_1316478,G1,1976.0,C7,1
Director_1316691,G1,1971.0,C7,1
Director_1316746,G1,1895.0,C7,12
Director_2468944,G2,1914.0,C7,1
Director_1316895,G1,1978.0,C7,2
Director_1316900,G1,1971.0,C7,1
Director_1316917,G1,1950.0,C7,1
Director_1317109,G1,1923.0,C7,2
Director_1317159,G1,1941.0,C26,3
Director_1317163,G1,1978.0,C7,3
Director_1317272,G1,1932.0,C7,3
Director_1317364,G1,1878.0,C10,24
Director_1317879,G1,1981.0,C7,1
Director_2469583,G2,1971.0,C7,3
Director_1318309,G1,1946.0,C26,4
Director_1318342,G1,1903.0,C7,4
Director_1318373,G1,1938.0,C7,2
Director_1318871,G1,1963.0,C26,1
Director_1318889,G1,1955.0,C7,1
Director_1319145,G1,1923.0,C24,3
Director_1319253,G1,1986.0,C7,1
Director_1319265,G1,1978.0,C7,1
Director_1319284,G1,1959.0,C10,2
Director_1319450,G1,1950.0,C7,5
Director_1319577,G1,1978.0,C86,1
Director_1319710,G1,1944.0,C24,6
Director_1319944,G1,1978.0,C7,1
Director_1320003,G1,1923.0,C7,3
Director_2470592,G2,1953.0,C2,1
Director_1320250,G1,1921.0,C7,1
Director_2470609,G2,1942.0,C6,1
Director_1320270,G1,1964.0,C6,2
Director_1320351,G1,1913.0,C10,33
Director_1320385,G1,1982.0,C24,1
Director_1320430,G1,1978.0,C26,1
Director_1320523,G1,1982.0,C1,1
Director_1320610,G1,1961.0,C7,1
Director_1320622,G1,1973.0,C7,1
Director_2470847,G2,1970.0,C17,1
Director_1320729,G1,1962.0,C7,4
Director_1320789,G1,1970.0,C1,1
Director_1320861,G1,1978.0,C21,1
Director_1320879,G1,1939.0,C21,8
Director_1320928,G1,1947.0,C32,6
Director_1320955,G1,1935.0,C32,8
Director_1321020,G1,1961.0,C2,7
Director_1321134,G1,1938.0,C91,1
Director_1321446,G1,1971.0,C7,7
Director_1321462,G1,1965.0,C7,2
Director_1321509,G1,1893.0,C7,11
Director_1321656,G1,1957.0,C7,9
Director_1321801,G1,1970.0,C7,1
Director_1321811,G1,1960.0,C26,1
Director_1322062,G1,1974.0,C54,1
Director_1322150,G1,1946.0,C26,8
Director_1322223,G1,1905.0,C17,6
Director_1322351,G1,1983.0,C53,2
Director_1322642,G1,1964.0,C7,1
Director_1322896,G1,1888.0,C10,2
Director_1322935,G1,1949.0,C53,1
Director_1322941,G1,1876.0,C17,1
Director_1323289,G1,1966.0,C32,2
Director_1323332,G1,1905.0,C21,1
Director_1323801,G1,1970.0,C7,3
Director_1323838,G1,1932.0,C73,2
Director_1323969,G1,1984.0,C7,2
Director_1324551,G1,1955.0,C53,1
Director_1324698,G1,1968.0,C7,23
Director_1325061,G1,1954.0,C53,1
Director_1325077,G1,1966.0,C1,1
Director_2473088,G2,1975.0,C1,1
Director_1325146,G1,1971.0,C1,5
Director_1325167,G1,1957.0,C78,3
Director_2473147,G2,1955.0,C1,1
Director_1325415,G1,1917.0,C53,47
Director_1325470,G1,1907.0,C53,10
Director_1325658,G1,1938.0,C31,1
Director_1325672,G1,1952.0,C83,2
Director_1326084,G1,1971.0,C7,1
Director_1326160,G1,1928.0,C26,21
Director_1326175,G1,1959.0,C4,12
Director_1326288,G1,1928.0,C4,3
Director_1326299,G1,1950.0,C7,2
Director_1326326,G1,1934.0,C4,2
Director_1326449,G1,1980.0,C7,4
Director_1326474,G1,1966.0,C7,1
Director_1326560,G1,1970.0,C36,1
Director_1326655,G1,1901.0,C7,48
Director_1326726,G1,1949.0,C2,5
Director_1326955,G1,1887.0,C26,13
Director_1327221,G1,1954.0,C7,2
Director_1327936,G1,1968.0,C7,3
Director_1328025,G1,1924.0,C7,3
Director_1328071,G1,1949.0,C46,9
Director_1328335,G1,1920.0,C2,35
Director_1328761,G1,1983.0,C69,3
Director_1328778,G1,1979.0,C7,1
Director_1328791,G1,1981.0,C1,2
Director_1329184,G1,1958.0,C4,29
Director_1329256,G1,1974.0,C7,1
Director_1329266,G1,1981.0,C7,1
Director_1329279,G1,1925.0,C4,48
Director_1329481,G1,1922.0,C7,8
Director_1329531,G1,1980.0,C7,4
Director_1329625,G1,1939.0,C4,10
Director_1329654,G1,1937.0,C17,1
Director_1329810,G1,1938.0,C2,26
Director_1329924,G1,1974.0,C7,1
Director_1330115,G1,1955.0,C7,6
Director_1330461,G1,1930.0,C7,27
Director_2475929,G2,1974.0,C7,1
Director_1330550,G1,1959.0,C7,12
Director_1330839,G1,1978.0,C1,2
Director_1330990,G1,1963.0,C7,1
Director_1331091,G1,1960.0,C57,1
Director_2476335,G2,1954.0,C1,6
Director_1331431,G1,1926.0,C1,20
Director_1331608,G1,1924.0,C73,21
Director_1331667,G1,1940.0,C7,17
Director_1331853,G1,1891.0,C55,13
Director_1332084,G1,1956.0,C7,1
Director_1332203,G1,1901.0,C23,10
Director_1332436,G1,1958.0,C2,3
Director_1332446,G1,1911.0,C287,7
Director_1332542,G1,1972.0,C1,2
Director_1332620,G1,1973.0,C7,2
Director_1332621,G1,1976.0,C7,6
Director_1332695,G1,1959.0,C49,4
Director_1332794,G1,1937.0,C7,1
Director_1332813,G1,1924.0,C17,8
Director_1332829,G1,1959.0,C7,1
Director_1332899,G1,1927.0,C2,1
Director_1333103,G1,1967.0,C26,2
Director_1333224,G1,1982.0,C9,3
Director_1333301,G1,1934.0,C7,2
Director_1333322,G1,1894.0,C23,7
Director_1333427,G1,1920.0,C7,3
Director_1333510,G1,1955.0,C7,4
Director_1333538,G1,1922.0,C72,2
Director_1333542,G1,1972.0,C7,1
Director_1333554,G1,1937.0,C72,6
Director_1333596,G1,1987.0,C9,1
Director_1333696,G1,1958.0,C2,3
Director_1333724,G1,1900.0,C7,2
Director_1333851,G1,1958.0,C54,11
Director_2477753,G2,1972.0,C2,1
Director_1333911,G1,1984.0,C7,2
Director_1334006,G1,1948.0,C7,2
Director_2477916,G2,1956.0,C1,1
Director_1334297,G1,1962.0,C32,2
Director_1334336,G1,1989.0,C32,1
Director_2478164,G2,1979.0,C10,3
Director_1334511,G1,1970.0,C1,3
Director_1334699,G1,1959.0,C7,1
Director_1334785,G1,1877.0,C53,1
Director_1334787,G1,1888.0,C55,1
Director_1335094,G1,1960.0,C26,15
Director_2478702,G2,1969.0,C7,1
Director_1335224,G1,1953.0,C10,1
Director_1335557,G1,1935.0,C7,1
Director_1335618,G1,1974.0,C7,2
Director_1335641,G1,1978.0,C7,1
Director_2479287,G2,1966.0,C7,1
Director_1335718,G1,1969.0,C10,3
Director_1335737,G1,1977.0,C4,9
Director_2479381,G2,1972.0,C10,1
Director_1335759,G1,1962.0,C7,1
Director_1335768,G1,1932.0,C7,2
Director_1335969,G1,1936.0,C10,7
Director_1336031,G1,1963.0,C7,2
Director_1336075,G1,1959.0,C22,1
Director_1336215,G1,1937.0,C7,1
Director_1336425,G1,1970.0,C7,1
Director_1336449,G1,1973.0,C7,2
Director_1336559,G1,1927.0,C7,18
Director_1336701,G1,1925.0,C7,6
Director_2479880,G2,1971.0,C72,2
Director_1336960,G1,1973.0,C4,11
Director_1336961,G1,1963.0,C4,23
Director_1337090,G1,1969.0,C7,4
Director_1337099,G1,1925.0,C4,1
Director_1337173,G1,1960.0,C7,1
Director_1337178,G1,1949.0,C7,14
Director_1337227,G1,1948.0,C7,1
Director_1337282,G1,1975.0,C7,2
Director_1337283,G1,1980.0,C1,2
Director_1337321,G1,1899.0,C46,5
Director_1337337,G1,1949.0,C28,8
Director_1337373,G1,1922.0,C17,18
Director_2480370,G2,1980.0,C36,2
Director_1337599,G1,1948.0,C8,5
Director_1337621,G1,1881.0,C26,9
Director_1338125,G1,1918.0,C7,4
Director_1338191,G1,1904.0,C7,1
Director_1338210,G1,1956.0,C7,3
Director_2480668,G2,1950.0,C7,1
Director_1338278,G1,1927.0,C7,25
Director_1338316,G1,1985.0,C10,2
Director_1338465,G1,1954.0,C7,1
Director_1338582,G1,1970.0,C7,1
Director_1338589,G1,1976.0,C7,1
Director_1338639,G1,1981.0,C7,1
Director_1338690,G1,1972.0,C7,3
Director_1338802,G1,1951.0,C7,1
Director_1338819,G1,1971.0,C7,3
Director_1338988,G1,1952.0,C38,19
Director_1338998,G1,1933.0,C21,3
Director_1339085,G1,1935.0,C17,1
Director_1339086,G1,1956.0,C28,2
Director_2481217,G2,1952.0,C17,2
Director_1339089,G1,1941.0,C17,1
Director_1339090,G1,1906.0,C17,32
Director_1339114,G1,1908.0,C7,10
Director_1339225,G1,1969.0,C17,1
Director_1339364,G1,1976.0,C17,1
Director_1339469,G1,1987.0,C7,2
Director_1339518,G1,1963.0,C7,1
Director_1339591,G1,1922.0,C245,6
Director_1339808,G1,1886.0,C26,12
Director_1339822,G1,1893.0,C7,15
Director_1339994,G1,1922.0,C288,11
Director_1340022,G1,1940.0,C72,2
Director_1340150,G1,1942.0,C1,2
Director_1340153,G1,1975.0,C7,4
Director_1340332,G1,1964.0,C4,2
Director_1340359,G1,1954.0,C7,1
Director_1340373,G1,1972.0,C7,6
Director_1340448,G1,1948.0,C7,6
Director_2482016,G2,1952.0,C7,2
Director_1340532,G1,1893.0,C7,12
Director_1340621,G1,1965.0,C38,15
Director_1340627,G1,1961.0,C26,1
Director_1340653,G1,1907.0,C26,3
Director_1340707,G1,1909.0,C37,1
Director_1340831,G1,1931.0,C26,1
Director_1340857,G1,1948.0,C4,9
Director_2482237,G2,1959.0,C4,1
Director_1340953,G1,1976.0,C55,1
Director_2482254,G2,1962.0,C26,2
Director_1340979,G1,1927.0,C38,1
Director_1341151,G1,1983.0,C22,1
Director_1341158,G1,1926.0,C7,9
Director_1341200,G1,1981.0,C7,2
Director_1341211,G1,1973.0,C55,2
Director_1341317,G1,1906.0,C23,14
Director_1341358,G1,1935.0,C38,1
Director_1341387,G1,1917.0,C2,6
Director_1341468,G1,1925.0,C40,6
Director_1341474,G1,1938.0,C2,8
Director_1341552,G1,1970.0,C55,4
Director_1341655,G1,1904.0,C40,5
Director_1341689,G1,1926.0,C2,1
Director_1341829,G1,1909.0,C2,3
Director_1342156,G1,1946.0,C2,2
Director_1342158,G1,1875.0,C2,1
Director_1342239,G1,1945.0,C2,1
Director_2482976,G2,1945.0,C39,2
Director_1342389,G1,1976.0,C26,2
Director_1342420,G1,1967.0,C2,2
Director_1342610,G1,1894.0,C44,2
Director_1342680,G1,1912.0,C1,8
Director_1342760,G1,1980.0,C53,1
Director_1342995,G1,1938.0,C73,2
Director_1343031,G1,1987.0,C26,1
Director_1343255,G1,1967.0,C4,17
Director_1343378,G1,1966.0,C7,1
Director_1343628,G1,1978.0,C7,1
Director_1343679,G1,1962.0,C24,1
Director_1343775,G1,1988.0,C28,2
Director_1343900,G1,1960.0,C26,3
Director_1343956,G1,1933.0,C2,10
Director_2484092,G2,1969.0,C28,1
Director_1344284,G1,1951.0,C40,1
Director_2484205,G2,1950.0,C7,7
Director_2484466,G2,1958.0,C10,9
Director_1344832,G1,1967.0,C22,1
Director_1344899,G1,1955.0,C45,2
Director_1344936,G1,1926.0,C2,7
Director_1344944,G1,1901.0,C2,12
Director_2484625,G2,1946.0,C2,5
Director_1345099,G1,1939.0,C20,2
Director_1345204,G1,1942.0,C21,3
Director_1345290,G1,1938.0,C24,8
Director_1345346,G1,1899.0,C7,19
Director_1345349,G1,1950.0,C7,13
Director_1345614,G1,1943.0,C7,1
Director_1345640,G1,1977.0,C1,1
Director_1345698,G1,1989.0,C7,1
Director_1345766,G1,1963.0,C7,1
Director_1345792,G1,1951.0,C7,2
Director_1345821,G1,1940.0,C14,6
Director_1345824,G1,1948.0,C4,4
Director_1345844,G1,1959.0,C17,10
Director_1346160,G1,1978.0,C1,2
Director_1346319,G1,1946.0,C4,1
Director_1346494,G1,1927.0,C65,3
Director_1346817,G1,1981.0,C25,1
Director_1346997,G1,1959.0,C45,1
Director_1347018,G1,1943.0,C7,21
Director_1347029,G1,1956.0,C4,1
Director_1347087,G1,1911.0,C7,7
Director_1347226,G1,1987.0,C7,1
Director_1347369,G1,1981.0,C39,1
Director_1347392,G1,1956.0,C7,1
Director_1347437,G1,1976.0,C7,2
Director_1347579,G1,1967.0,C7,1
Director_1347877,G1,1965.0,C2,3
Director_1347968,G1,1889.0,C7,31
Director_2486223,G2,1979.0,C55,1
Director_1348109,G1,1959.0,C20,2
Director_1348202,G1,1976.0,C1,3
Director_1348206,G1,1910.0,C1,5
Director_1348790,G1,1941.0,C69,30
Director_1349047,G1,1964.0,C53,2
Director_1349075,G1,1949.0,C17,2
Director_1349113,G1,1979.0,C14,2
Director_1349208,G1,1974.0,C14,5
Director_1349226,G1,1970.0,C26,7
Director_1349448,G1,1948.0,C7,2
Director_1349687,G1,1925.0,C4,10
Director_1349736,G1,1957.0,C8,3
Director_1349806,G1,1960.0,C7,1
Director_1349820,G1,1968.0,C7,1
Director_2487301,G2,1949.0,C4,1
Director_1350315,G1,1929.0,C7,13
Director_1350503,G1,1969.0,C20,2
Director_1350623,G1,1925.0,C17,2
Director_1350626,G1,1975.0,C152,2
Director_1350681,G1,1956.0,C7,1
Director_1350968,G1,1958.0,C7,6
Director_1351026,G1,1958.0,C7,7
Director_1351098,G1,1963.0,C26,1
Director_1351206,G1,1960.0,C7,7
Director_1351303,G1,1927.0,C26,46
Director_1351782,G1,1943.0,C7,2
Director_1352062,G1,1962.0,C1,2
Director_2488504,G2,1981.0,C7,2
Director_2488575,G2,1929.0,C8,4
Director_1352640,G1,1931.0,C48,1
Director_2488894,G2,1941.0,C2,1
Director_1352772,G1,1972.0,C14,1
Director_2488949,G2,1966.0,C7,1
Director_1352902,G1,1887.0,C4,3
Director_1352989,G1,1921.0,C8,2
Director_1353021,G1,1958.0,C9,7
Director_1353161,G1,1937.0,C37,3
Director_1353188,G1,1961.0,C38,8
Director_1353198,G1,1964.0,C7,1
Director_1353339,G1,1982.0,C7,1
Director_1353431,G1,1975.0,C7,1
Director_1354227,G1,1980.0,C7,5
Director_1354275,G1,1948.0,C26,4
Director_1354394,G1,1927.0,C14,20
Director_1354479,G1,1949.0,C36,1
Director_1354515,G1,1912.0,C36,14
Director_1354559,G1,1922.0,C37,7
Director_1354648,G1,1929.0,C7,14
Director_1354718,G1,1923.0,C7,1
Director_1354893,G1,1959.0,C7,1
Director_1354907,G1,1958.0,C18,1
Director_1354944,G1,1880.0,C72,1
Director_2490042,G2,1946.0,C72,1
Director_1355135,G1,1963.0,C24,6
Director_1355208,G1,1973.0,C113,8
Director_2490198,G2,1944.0,C72,6
Director_1355456,G1,1969.0,C7,1
Director_1355821,G1,1902.0,C4,1
Director_1355850,G1,1942.0,C39,1
Director_1355927,G1,1970.0,C1,1
Director_1355945,G1,1965.0,C1,2
Director_1356034,G1,1949.0,C91,2
Director_1356081,G1,1924.0,C36,12
Director_1356086,G1,1937.0,C45,6
Director_1356131,G1,1949.0,C4,5
Director_1356166,G1,1961.0,C8,1
Director_1356227,G1,1935.0,C4,3
Director_1356241,G1,1949.0,C4,5
Director_1356348,G1,1966.0,C59,1
Director_1356360,G1,1928.0,C4,5
Director_1356421,G1,1972.0,C6,5
Director_1356434,G1,1971.0,C72,4
Director_1356566,G1,1902.0,C4,3
Director_2491095,G2,1948.0,C66,2
Director_1357014,G1,1965.0,C8,8
Director_1357083,G1,1905.0,C8,16
Director_1357197,G1,1920.0,C72,7
Director_1357235,G1,1963.0,C7,2
Director_2491418,G2,1953.0,C66,1
Director_1357436,G1,1966.0,C60,3
Director_1357870,G1,1937.0,C53,1
Director_1357970,G1,1929.0,C97,2
Director_1358070,G1,1964.0,C22,1
Director_1358183,G1,1948.0,C4,15
Director_1358256,G1,1943.0,C60,5
Director_1358486,G1,1938.0,C46,5
Director_1358566,G1,1969.0,C4,1
Director_2492234,G2,1965.0,C7,4
Director_2492242,G2,1961.0,C7,2
Director_1358796,G1,1988.0,C7,2
Director_1358875,G1,1971.0,C10,1
Director_1359049,G1,1980.0,C24,1
Director_1359379,G1,1970.0,C7,1
Director_1359421,G1,1965.0,C7,1
Director_2492675,G2,1976.0,C36,1
Director_1359455,G1,1978.0,C10,2
Director_1359503,G1,1952.0,C7,5
Director_1359863,G1,1984.0,C7,6
Director_1360017,G1,1932.0,C2,9
Director_1360112,G1,1923.0,C5,43
Director_1360123,G1,1962.0,C10,2
Director_1360258,G1,1985.0,C7,2
Director_1360278,G1,1977.0,C7,1
Director_1360335,G1,1972.0,C7,1
Director_1360384,G1,1956.0,C7,5
Director_1360757,G1,1950.0,C14,4
Director_2493497,G2,1974.0,C60,2
Director_1361107,G1,1915.0,C28,1
Director_1361152,G1,1949.0,C13,11
Director_1361414,G1,1941.0,C8,2
Director_1361713,G1,1897.0,C2,1
Director_1362161,G1,1932.0,C87,3
Director_1362170,G1,1944.0,C8,2
Director_1362312,G1,1962.0,C13,1
Director_1362334,G1,1975.0,C13,2
Director_1362471,G1,1970.0,C13,1
Director_1362546,G1,1954.0,C13,13
Director_1362554,G1,1970.0,C13,11
Director_1362722,G1,1913.0,C57,41
Director_1362858,G1,1980.0,C7,4
Director_1362925,G1,1921.0,C7,8
Director_1363030,G1,1979.0,C72,2
Director_1363133,G1,1936.0,C2,1
Director_1363335,G1,1969.0,C20,1
Director_1363488,G1,1956.0,C45,3
Director_1363562,G1,1961.0,C17,1
Director_1363798,G1,1984.0,C32,2
Director_1363827,G1,1917.0,C53,5
Director_1363837,G1,1922.0,C53,3
Director_1364055,G1,1973.0,C1,2
Director_1364127,G1,1966.0,C26,1
Director_1364129,G1,1922.0,C17,28
Director_1364246,G1,1972.0,C53,1
Director_1364268,G1,1974.0,C7,1
Director_2495433,G2,1978.0,C7,1
Director_1364297,G1,1968.0,C21,6
Director_1364305,G1,1944.0,C21,1
Director_1364425,G1,1911.0,C7,11
Director_1364458,G1,1965.0,C275,6
Director_1364620,G1,1973.0,C85,3
Director_1364681,G1,1957.0,C17,6
Director_1364737,G1,1926.0,C17,3
Director_1364767,G1,1948.0,C17,1
Director_1364790,G1,1972.0,C7,1
Director_1365038,G1,1953.0,C1,3
Director_1365069,G1,1958.0,C106,2
Director_1365116,G1,1982.0,C10,5
Director_1365161,G1,1957.0,C17,8
Director_1365696,G1,1952.0,C7,1
Director_1365763,G1,1939.0,C21,1
Director_1365766,G1,1956.0,C21,12
Director_1365821,G1,1955.0,C7,3
Director_1365974,G1,1973.0,C8,5
Director_1365988,G1,1970.0,C1,1
Director_1366097,G1,1908.0,C8,18
Director_1366355,G1,1984.0,C53,1
Director_1366387,G1,1955.0,C18,15
Director_2496564,G2,1976.0,C38,1
Director_1366470,G1,1972.0,C8,12
Director_1366634,G1,1986.0,C7,2
Director_1366703,G1,1925.0,C7,1
Director_1366943,G1,1958.0,C7,8
Director_1367034,G1,1906.0,C1,5
Director_1367103,G1,1964.0,C118,9
Director_1367228,G1,1971.0,C17,1
Director_1367277,G1,1950.0,C17,15
Director_1367384,G1,1964.0,C49,3
Director_1367461,G1,1938.0,C1,6
Director_1367558,G1,1931.0,C7,2
Director_1367884,G1,1926.0,C77,10
Director_1367944,G1,1936.0,C20,6
Director_1368064,G1,1978.0,C7,3
Director_1368110,G1,1931.0,C1,2
Director_2497457,G2,1973.0,C4,3
Director_1368683,G1,1912.0,C21,2
Director_1368758,G1,1976.0,C2,5
Director_1368767,G1,1944.0,C17,16
Director_1368909,G1,1978.0,C53,2
Director_1369277,G1,1982.0,C26,2
Director_1369614,G1,1940.0,C7,3
Director_2498317,G2,1961.0,C1,3
Director_1369930,G1,1949.0,C1,3
Director_1369943,G1,1939.0,C1,1
Director_1370122,G1,1969.0,C14,3
Director_1370829,G1,1958.0,C2,1
Director_1371348,G1,1887.0,C72,2
Director_1371370,G1,1971.0,C6,4
