hosts.host_id,hosts.host_since,hosts.host_response_time,hosts.host_response_rate,hosts.host_neighbourhood,hosts.tf_listings.host_id
16713474,2014,3,100,251,1
4894525,2013,2,100,251,1
82279680,2016,3,100,251,1
7228995,2013,3,100,251,1
9340104,2013,3,100,251,1
12783496,2014,1,80,251,1
710916,2011,3,100,251,1
5117939,2013,2,100,251,1
1873589,2012,2,100,251,1
74777,2010,3,100,251,1
17370376,2014,3,100,251,1
17543949,2014,2,100,251,1
41525,2009,5,40,251,1
1527966,2011,3,100,251,1
34491381,2015,3,100,251,1
97685922,2016,1,90,251,1
88001494,2016,3,90,251,1
3424719,2012,2,100,1115,1
19633984,2014,3,100,1115,1
1359970,2011,5,0,1115,1
347475,2011,1,50,1115,1
1960189,2012,3,90,1115,1
2300830,2012,3,100,173,1
43392243,2015,3,100,2350,1
104927746,2016,3,100,2350,1
104812805,2016,3,90,2350,2
1421199,2011,3,100,972,1
23038979,2014,2,100,972,6
43825074,2015,2,100,972,1
7938019,2013,3,100,972,1
101491116,2016,3,100,972,3
78408136,2016,3,100,138,1
2712353,2012,3,100,972,2
64548309,2016,3,100,972,2
12065201,2014,3,100,972,1
19280236,2014,3,100,972,1
77134747,2016,3,100,972,1
4279827,2012,3,100,41,1
59575555,2016,5,25,972,1
32384960,2015,3,100,972,1
93368072,2016,3,100,972,1
24222,2009,1,100,39,2
32496974,2015,3,100,230,1
38361857,2015,1,100,230,1
5364702,2013,2,100,230,1
153675,2010,1,100,230,1
2023993,2012,3,100,39,1
98442821,2016,3,100,39,1
8280108,2013,1,60,230,1
3187366,2012,3,100,230,1
4317379,2012,1,100,230,1
117635010,2017,2,100,39,1
1468231,2011,2,100,230,1
1181122,2011,1,100,39,1
4014688,2012,3,100,230,11
16680861,2014,3,100,230,1
97253651,2016,3,100,39,1
923915,2011,2,90,39,1
102893145,2016,1,50,39,1
63736918,2016,3,100,230,1
3261253,2012,1,80,230,2
16419280,2014,3,100,39,2
32707981,2015,2,91,230,1
347036,2011,2,100,230,1
18198859,2014,2,100,230,1
25440234,2014,3,100,230,1
22572797,2014,1,90,39,1
1336370,2011,3,100,39,1
28230496,2015,3,100,39,3
545600,2011,2,100,39,1
6168604,2013,3,100,230,1
23024846,2014,1,90,230,1
4363133,2012,1,100,230,1
64632152,2016,3,100,230,1
11133631,2014,2,100,39,1
1378790,2011,1,100,230,1
25495114,2015,3,100,230,1
94814508,2016,1,80,39,1
24052348,2014,3,88,39,2
1642126,2012,3,100,230,1
1795670,2012,2,100,39,2
12998367,2014,3,100,230,1
7228482,2013,3,100,230,1
2363997,2012,3,100,230,1
21893700,2014,3,100,230,1
82371696,2016,1,70,230,2
18919920,2014,3,100,230,1
1333852,2011,3,100,230,1
1711182,2012,2,90,39,1
4888892,2013,3,100,39,1
12059144,2014,2,100,230,1
12507486,2014,2,100,39,1
320285,2010,1,100,39,1
21315876,2014,3,90,230,1
66368184,2016,3,100,39,1
1106195,2011,3,100,230,1
15607994,2014,1,90,39,1
1144415,2011,3,100,39,1
15518085,2014,2,100,226,1
793834,2011,1,100,39,1
8819541,2013,2,100,39,3
356208,2011,3,90,39,1
6660981,2013,1,57,39,1
40628302,2015,1,100,39,1
44288299,2015,3,100,230,1
864370,2011,1,100,39,1
406843,2011,1,64,39,1
1190280,2011,2,91,39,1
251176,2010,3,98,230,2
84780937,2016,1,80,39,1
114215871,2017,2,100,230,1
19527737,2014,3,100,230,1
19192006,2014,2,90,39,2
312276,2010,3,100,230,1
4899404,2013,2,100,230,1
16155254,2014,2,91,230,3
39726713,2015,2,100,39,1
8309054,2013,5,0,39,1
38032487,2015,3,94,230,2
11462536,2014,1,89,230,1
1448309,2011,1,100,39,1
23467642,2014,3,90,39,1
24088570,2014,1,100,230,1
29275390,2015,3,100,39,1
48099579,2015,3,96,230,2
1229641,2011,2,100,39,1
31229085,2015,1,86,230,2
10203322,2013,3,100,230,1
17820079,2014,3,100,39,1
257306,2010,3,100,230,1
7601931,2013,2,100,230,1
292630,2010,2,100,39,1
103818299,2016,2,90,230,1
1810885,2012,1,69,39,2
15688520,2014,3,100,39,2
9339714,2013,3,100,230,2
4304435,2012,1,100,230,1
3180546,2012,2,100,230,1
4903508,2013,2,100,41,1
7399896,2013,2,90,230,1
671139,2011,1,100,39,1
6387274,2013,3,100,39,1
5658953,2013,2,100,230,1
5268970,2013,1,70,39,1
87470,2010,2,100,39,1
7558452,2013,3,100,230,2
30072703,2015,3,100,39,1
6902330,2013,3,100,230,1
1587234,2012,2,100,39,1
65919620,2016,3,100,39,1
540137,2011,5,43,230,1
6083464,2013,1,96,230,2
9785831,2013,2,86,230,1
79527116,2016,2,100,39,1
1157127,2011,3,89,230,1
89593422,2016,3,100,39,1
7455706,2013,1,94,39,2
178056,2010,1,80,39,1
316863,2010,2,92,39,2
12161280,2014,1,90,39,1
2208993,2012,2,100,39,2
5454390,2013,1,92,230,1
101432986,2016,3,100,39,1
410733,2011,3,100,230,2
1195295,2011,2,90,39,1
64442,2009,3,100,39,2
2033003,2012,5,0,230,2
55976102,2016,1,100,230,1
6749989,2013,1,100,230,1
87131,2010,3,100,230,1
14986049,2014,1,100,39,1
1617817,2012,3,100,230,1
16860927,2014,1,90,39,1
21394524,2014,2,71,39,1
18802286,2014,1,100,230,1
37978338,2015,2,95,39,1
742729,2011,3,100,230,1
4822847,2013,1,67,230,1
13137787,2014,3,100,230,1
106307344,2016,2,100,230,1
33955029,2015,3,100,230,1
22282829,2014,1,67,230,1
16264357,2014,2,100,39,1
63165508,2016,2,100,230,1
1465519,2011,1,85,39,1
99386612,2016,3,100,230,1
79369918,2016,3,100,230,1
31289942,2015,3,93,39,1
114994317,2017,3,100,230,1
22718974,2014,1,100,39,1
6625560,2013,1,60,230,1
21560088,2014,3,100,230,1
20736828,2014,2,100,230,1
755844,2011,2,100,230,1
1490154,2011,1,88,39,1
3459240,2012,1,100,230,1
19904541,2016,3,100,39,1
303882,2010,2,100,230,1
48271038,2015,3,100,230,1
622460,2011,3,100,230,1
34920172,2015,2,100,230,1
1097545,2011,3,100,39,2
3642701,2012,3,100,230,1
267593,2010,2,100,230,1
1415590,2011,2,100,230,1
16420977,2014,3,100,230,1
46978,2009,2,100,39,2
5099539,2013,3,100,39,1
1832228,2012,1,50,230,1
1732005,2012,3,100,39,1
4534893,2012,3,100,230,1
2504057,2012,3,100,39,3
13779724,2014,3,100,39,1
69262419,2016,3,100,230,1
5083927,2013,1,100,39,1
51603735,2015,3,100,39,1
10569557,2013,3,100,230,1
11709274,2014,1,93,230,1
4467554,2012,1,100,230,1
193488,2010,1,92,230,1
4390639,2012,1,100,230,1
19471583,2014,1,100,230,1
115578706,2017,3,100,39,1
5283853,2013,2,100,230,1
36369973,2015,2,100,39,1
109176821,2016,5,0,39,1
120803365,2017,3,100,230,1
9238069,2013,1,100,39,1
1103612,2011,3,100,230,1
18174,2009,3,100,230,1
45023443,2015,2,93,230,1
48936457,2015,2,100,39,1
1712643,2012,2,100,230,1
143476,2010,1,60,230,1
2333904,2012,3,100,39,3
17074459,2014,2,100,230,1
9554201,2013,1,100,230,1
725447,2011,2,100,39,1
3856750,2012,2,100,39,1
14056427,2014,1,80,230,1
3530591,2012,3,100,39,1
1974661,2012,3,100,230,1
1018508,2011,3,100,230,1
44131532,2015,1,57,230,1
39876981,2015,3,100,39,1
17193554,2014,2,100,230,1
1603563,2012,3,100,230,1
5887343,2013,2,100,39,1
17540607,2014,3,100,39,1
4292729,2012,1,72,230,1
3665794,2012,3,100,39,1
4405241,2012,2,100,230,1
1811926,2012,5,10,230,1
1547578,2011,3,100,230,1
62508,2009,3,90,39,1
2753256,2012,1,92,39,1
533556,2011,2,100,230,1
792601,2011,2,100,39,2
7308530,2013,3,100,39,2
5651906,2013,2,100,39,1
20981412,2014,3,100,39,1
103740027,2016,3,100,39,1
627217,2011,3,96,230,3
27339080,2015,2,100,230,1
43432954,2015,3,100,39,1
1124428,2011,3,100,39,2
29685154,2015,2,100,39,1
32150980,2015,3,90,230,1
1474749,2011,1,100,39,1
3422235,2012,2,90,39,1
108753939,2016,3,100,39,1
43445916,2015,3,100,39,1
3726366,2012,1,90,230,1
5586949,2013,2,100,230,1
25533,2009,1,86,39,1
17773625,2014,2,100,600,2
39953090,2015,3,100,230,1
50388576,2015,1,100,39,1
24032852,2014,2,100,39,1
5348155,2013,2,100,39,1
4661432,2013,3,100,230,1
9298825,2013,3,89,230,1
12107577,2014,1,100,230,1
3196081,2012,3,100,230,1
97321978,2016,3,100,230,1
25687571,2015,3,100,230,1
155225,2010,1,100,39,1
30500226,2015,2,100,230,1
5684863,2013,1,60,39,1
91363280,2016,3,80,39,1
3029414,2012,3,100,39,1
26587203,2015,3,100,39,1
58188847,2016,2,100,230,1
737845,2011,3,100,230,1
5333736,2013,2,100,230,1
13607787,2014,3,100,230,1
160605,2010,2,100,39,1
3417321,2012,1,100,230,1
6903071,2013,1,100,39,1
2283470,2012,2,100,39,1
1723557,2012,2,100,39,1
12808619,2014,2,100,39,1
94956350,2016,2,90,39,1
27502038,2015,2,100,230,1
770831,2011,2,100,39,1
314562,2010,3,100,39,1
381669,2011,1,100,230,1
51546378,2015,3,100,230,1
823392,2011,1,70,39,1
47730499,2015,1,90,39,1
2079709,2012,3,100,230,1
19106719,2014,3,100,230,1
19002518,2014,3,100,230,1
4106680,2012,2,100,230,1
88920638,2016,2,80,39,1
1763458,2012,3,100,230,1
20293260,2014,2,80,39,1
272730,2010,2,100,39,1
4047676,2012,2,100,39,1
46510876,2015,2,100,230,1
1639281,2012,2,100,39,2
103112842,2016,2,95,230,1
110795,2010,3,100,230,1
8951505,2013,3,100,39,1
9598750,2013,1,100,230,1
1714149,2012,1,60,39,1
85481816,2016,3,100,230,1
1622421,2012,3,100,39,2
10411885,2013,5,0,39,1
42422050,2015,2,100,39,1
23296023,2014,3,100,230,1
23983203,2014,5,20,230,1
1143899,2011,3,100,39,1
5048868,2013,3,100,39,1
7399728,2013,2,100,39,1
8999306,2013,3,100,39,1
34386241,2015,2,80,230,1
42721372,2015,3,100,39,1
26006254,2015,3,100,39,1
15673083,2014,2,100,230,1
44862166,2015,3,100,230,1
78921620,2016,2,100,230,1
100288,2010,2,100,230,1
17098527,2014,3,100,39,1
3871459,2012,3,86,39,1
45391169,2015,2,100,230,1
4523651,2012,3,100,39,1
79054648,2016,3,100,230,1
106491788,2016,3,100,230,1
23583338,2014,2,100,39,1
5506793,2013,2,100,230,1
9634812,2013,3,100,39,1
110158528,2017,3,100,39,1
3691821,2012,1,100,230,1
65074186,2016,5,44,39,1
1420868,2011,1,100,39,1
46951225,2015,3,100,230,1
377361,2011,3,100,39,1
320450,2010,2,100,230,1
3940219,2012,3,90,39,1
257885,2010,3,100,230,1
17412119,2014,3,100,39,1
3809729,2012,3,100,230,1
4008899,2012,2,88,230,1
7910868,2013,2,100,39,1
8234844,2013,1,100,39,1
9016350,2013,1,100,230,1
40031957,2015,5,40,39,1
9250406,2013,1,80,230,1
109901801,2017,3,100,39,1
93101,2010,3,100,230,1
108042864,2016,3,100,230,1
3142924,2012,1,90,230,1
83590674,2016,3,100,230,1
37934967,2015,3,100,230,1
73965928,2016,3,100,230,1
4098095,2012,3,90,230,1
99406158,2016,3,100,39,1
4352069,2012,1,100,39,1
48071153,2015,5,0,230,1
17814794,2014,5,0,230,1
2168468,2012,3,100,230,1
267955,2010,3,100,39,1
24239995,2014,1,100,39,1
114158206,2017,2,100,230,1
154926,2010,2,100,39,1
2266169,2012,2,100,39,1
1982209,2012,5,33,39,1
44753370,2015,3,100,39,1
16190977,2014,3,100,39,1
10083728,2013,3,100,230,1
112851539,2017,1,100,230,1
13953817,2014,1,60,39,1
101082055,2016,2,100,230,1
32747648,2015,3,100,230,1
5550778,2013,1,56,230,1
260228,2010,3,97,156,1
15651493,2014,2,100,230,1
57566190,2016,3,100,39,1
1202402,2011,2,90,230,1
731904,2011,1,70,39,1
855079,2011,3,100,230,1
7292177,2013,3,100,230,1
125857,2010,2,100,230,1
12605273,2014,5,33,39,1
2490471,2012,1,50,39,1
4021487,2012,3,100,230,1
2305085,2012,2,100,230,1
5802816,2013,2,60,230,1
304999,2010,1,100,39,1
65227208,2016,2,100,39,1
9794792,2013,3,100,39,1
1181399,2011,2,100,230,1
396433,2011,1,100,39,1
59951500,2016,3,100,230,1
4148879,2012,3,100,230,1
20019392,2014,3,100,230,1
10453313,2013,3,100,39,1
8629024,2013,3,100,39,1
1319867,2011,3,93,39,1
66715452,2016,2,100,356,1
75613901,2016,2,100,356,1
4847926,2013,2,96,356,3
4086839,2012,1,80,356,1
756173,2011,3,100,356,6
2478675,2012,3,100,356,4
17768644,2014,3,100,356,1
63789284,2016,3,100,356,1
66580689,2016,1,85,356,1
44018877,2015,3,100,356,1
3429147,2012,3,100,356,1
69794747,2016,2,100,356,1
37821056,2015,2,95,356,4
1821128,2012,1,90,356,2
4963379,2013,3,90,356,1
3976696,2012,3,100,356,1
97416619,2016,2,100,356,1
257676,2010,2,100,356,4
25645531,2015,2,73,356,1
63506844,2016,3,100,356,1
4282318,2012,3,100,2084,1
14796247,2014,3,100,356,4
83811169,2016,5,0,356,1
4279384,2012,2,100,356,1
3715873,2012,2,90,356,1
33991916,2015,3,100,356,1
8452639,2013,3,90,356,3
10285950,2013,1,85,356,2
25599307,2015,2,100,356,1
28755746,2015,3,100,356,1
15198834,2014,2,100,356,1
80463005,2016,2,100,356,1
3074560,2012,1,80,356,3
32868380,2015,2,71,356,2
2487424,2012,3,100,356,1
2780938,2012,2,90,356,1
84003200,2016,3,100,356,1
2136825,2012,5,0,356,1
9266337,2013,3,100,356,1
46793805,2015,3,100,356,1
4265630,2012,1,100,356,2
21905971,2014,1,100,356,1
31432185,2015,3,100,356,1
19752164,2014,3,100,356,2
30079679,2015,3,88,356,1
49336986,2015,1,70,356,1
1535997,2011,2,100,356,2
11168804,2014,1,100,356,2
8111912,2013,3,100,356,1
1805238,2012,3,100,245,2
1616353,2012,3,100,356,1
67758045,2016,3,100,356,1
25815971,2015,3,100,356,1
3011759,2012,2,90,356,1
20169986,2014,1,100,356,1
21601222,2014,2,100,356,1
77317167,2016,1,80,356,2
5020478,2013,3,100,356,1
6136799,2013,3,100,356,1
11150772,2014,1,56,356,1
43897442,2015,3,100,356,1
42870157,2015,3,100,356,1
24424456,2014,1,100,356,1
753766,2011,3,100,356,1
10573152,2013,3,100,356,1
79386437,2016,3,100,356,1
1019900,2011,2,100,356,1
262760,2010,1,100,356,1
22661810,2014,1,100,356,1
391612,2011,2,100,356,1
8232354,2013,3,100,356,1
9929619,2013,3,100,356,1
33070890,2015,2,100,356,1
1483578,2011,2,100,356,1
4518002,2012,3,100,356,1
3604585,2012,3,100,356,1
5605879,2013,1,70,356,1
55198931,2016,3,100,356,1
27165216,2015,3,100,356,1
39085295,2015,3,100,356,1
895184,2011,1,90,356,1
3793799,2012,3,90,356,1
36663321,2015,3,100,356,1
9470293,2013,1,100,356,1
60278094,2016,3,100,356,1
12214869,2014,3,100,356,1
2088995,2012,2,100,356,1
103640,2010,3,100,356,1
9872650,2013,1,100,356,1
159708,2010,1,100,356,1
731352,2011,3,100,356,1
42389158,2015,3,100,356,1
1299166,2011,1,100,356,1
53931758,2016,2,100,356,1
50523735,2015,3,100,445,1
33514370,2015,3,100,445,1
22486,2009,3,100,129,4
1876539,2012,3,100,245,1
9777364,2013,3,100,245,1
23268312,2014,1,67,245,1
46420811,2015,2,90,245,1
5435740,2013,3,100,245,1
11210040,2014,1,100,245,1
20597138,2014,2,100,445,4
2849764,2012,2,100,245,1
115548761,2017,1,90,245,1
17639643,2014,3,100,245,2
5682003,2013,1,100,245,1
7797690,2013,3,100,245,1
41429901,2015,1,89,445,1
1258363,2011,3,100,245,1
32865595,2015,1,70,245,2
37694131,2015,1,100,445,1
10199885,2013,1,75,245,1
11775328,2014,1,60,245,1
71464559,2016,5,0,445,2
89954209,2016,3,100,245,1
36478779,2015,3,90,245,1
3549531,2012,2,100,356,1
103816776,2016,5,33,245,1
7636841,2013,3,100,245,2
51549763,2015,2,100,445,1
1217923,2011,2,100,95,4
7316382,2013,5,0,245,1
27553228,2015,3,100,245,1
1216362,2011,2,79,356,1
4375988,2012,1,95,245,2
14163805,2014,3,100,445,1
31752474,2015,2,100,245,1
40828217,2015,3,100,445,4
8792814,2013,3,100,245,8
24743701,2014,3,100,245,2
1550182,2011,1,57,245,1
5563508,2013,1,100,245,1
3900896,2012,3,100,245,1
7659871,2013,1,100,245,1
2305944,2012,3,100,445,1
21768449,2014,2,100,245,1
96978953,2016,3,100,245,1
62787599,2016,2,100,245,2
19813391,2014,2,80,445,1
59197140,2016,1,67,245,1
1797859,2012,2,100,245,1
14843768,2014,2,100,445,1
4191076,2012,3,100,245,1
113072781,2017,2,90,245,1
20844522,2014,2,100,245,1
9243105,2013,3,100,245,3
16307118,2014,1,90,245,2
6943560,2013,1,90,245,1
3686511,2012,1,100,245,1
4817979,2013,1,80,245,2
106445501,2016,2,100,245,1
46810144,2015,2,100,245,1
103554758,2016,3,100,245,1
8978696,2013,2,100,245,1
21283448,2014,3,100,245,1
5237407,2013,3,100,445,2
4094038,2012,1,100,245,1
20847630,2014,1,90,245,1
3416928,2012,2,100,245,1
26580367,2015,3,100,445,1
11369454,2014,2,100,245,1
6720885,2013,2,100,245,4
4856536,2013,2,100,245,1
4103779,2012,2,100,245,1
26490270,2015,1,50,245,1
9030221,2013,3,100,245,1
103819962,2016,2,90,445,1
7157099,2013,2,100,245,1
85481011,2016,1,100,245,1
86950026,2016,3,100,245,1
24933402,2014,1,100,245,1
48727293,2015,5,40,245,1
502050,2011,2,100,245,1
21725994,2014,2,100,245,1
5413065,2013,1,100,245,1
281343,2010,1,100,445,2
39227047,2015,3,100,245,1
1660261,2012,1,100,245,1
7120328,2013,3,100,245,1
31667927,2015,3,100,356,1
3102648,2012,1,100,245,1
1354796,2011,3,100,245,1
16834792,2014,3,100,245,1
520189,2011,3,100,245,1
3270460,2012,3,100,245,1
140590,2010,2,100,245,1
10604652,2013,1,100,41,1
5959653,2013,2,100,41,2
26900762,2015,3,100,41,3
89873550,2016,3,88,41,1
12798614,2014,1,100,41,3
72213967,2016,2,99,41,2
9052703,2013,3,100,41,1
11157618,2014,2,90,95,1
644364,2011,3,100,41,1
17218599,2014,3,100,41,1
25010766,2014,3,100,337,3
478395,2011,3,100,41,1
29565471,2015,1,75,41,1
2270576,2012,5,44,41,1
1264655,2011,1,60,95,1
87766324,2016,3,100,41,1
50364003,2015,3,100,41,3
50846,2009,1,100,41,1
5256315,2013,2,100,41,1
5321130,2013,3,100,41,1
6552063,2013,3,100,41,1
1218052,2011,5,0,41,2
14902860,2014,3,100,41,5
727585,2011,2,100,41,1
35242969,2015,3,100,41,1
32366894,2015,3,100,41,1
2678847,2012,1,100,374,1
21091779,2014,3,100,41,3
17706542,2014,3,100,41,4
83803113,2016,3,94,41,3
11336160,2014,2,80,41,1
181201,2010,1,100,41,1
739073,2011,1,100,41,1
45112353,2015,3,100,41,1
10716765,2013,5,0,41,1
7591257,2013,1,100,41,1
17048194,2014,3,100,41,2
4955205,2013,2,100,41,1
33119567,2015,3,100,41,9
1755097,2012,3,100,41,2
11671192,2014,1,100,41,1
2066705,2012,3,100,41,1
3483450,2012,3,95,41,4
388761,2011,2,100,41,1
33876612,2015,2,90,41,1
95766078,2016,3,100,41,2
18049970,2014,2,91,401,1
40176101,2015,3,100,41,6
127412674,2017,3,100,976,1
5917464,2013,2,100,41,1
3096525,2012,3,100,41,1
103619582,2016,3,98,41,5
14291250,2014,3,100,41,2
16139880,2014,3,100,41,5
9922972,2013,3,100,41,6
48952468,2015,3,100,41,1
17423871,2014,1,80,41,1
1347037,2011,2,100,41,1
21183428,2014,3,100,41,2
85165113,2016,3,100,41,1
91645690,2016,2,100,95,1
3964655,2012,2,100,454,1
52954055,2016,5,40,41,1
975030,2011,2,100,41,3
6294856,2013,3,100,41,1
13063145,2014,3,100,41,3
22589555,2014,3,100,41,1
34546849,2015,3,86,41,2
59777,2009,2,100,41,6
1194377,2011,2,100,454,1
16671529,2014,1,100,41,1
3336010,2012,1,70,95,1
21016849,2014,3,100,41,1
2269804,2012,3,100,41,2
19382874,2014,3,100,41,2
1587230,2012,1,75,41,1
9430366,2013,3,100,41,1
10700163,2013,2,100,41,1
67105,2010,3,90,41,3
1331063,2011,5,0,41,1
10659447,2013,3,100,41,1
54255,2009,3,100,41,3
9383056,2013,3,100,41,1
4863701,2013,3,100,41,1
30096457,2015,1,100,41,1
2637050,2012,3,100,41,1
14885008,2014,2,100,41,1
31919780,2015,3,100,41,2
758655,2011,1,50,41,1
10981050,2014,3,100,41,1
56352735,2016,3,100,41,1
13611255,2014,1,100,41,3
72513175,2016,2,100,95,1
1203500,2011,2,95,41,1
21014758,2014,1,75,41,3
72392039,2016,3,100,41,1
1191142,2011,3,100,41,1
43853650,2015,3,100,95,1
31175000,2015,2,100,41,3
15539137,2014,3,100,41,1
1417166,2011,2,100,41,2
26494424,2015,3,100,41,1
111542307,2017,3,100,41,5
109864356,2017,3,100,41,1
120528996,2017,3,100,41,1
11728659,2014,2,100,41,1
2506909,2012,1,90,454,2
367815,2011,2,100,41,1
5684780,2013,3,100,41,1
19282734,2014,3,100,41,1
14328715,2014,3,100,41,1
89769986,2016,3,100,41,4
90860,2010,3,100,41,3
5992481,2013,3,70,41,1
21629249,2014,2,100,41,1
21628945,2014,1,100,41,1
315401,2010,3,100,41,2
126632094,2017,3,100,41,2
24018734,2014,2,100,95,2
3577509,2012,3,100,41,2
18353188,2014,3,100,41,1
20320155,2014,3,100,41,1
15798864,2014,2,100,95,1
1335736,2011,3,100,41,1
21739419,2014,1,90,41,1
2487796,2012,5,0,41,1
52168994,2015,1,100,41,2
2071641,2012,1,100,41,2
1597481,2012,1,57,95,1
3351261,2012,1,80,454,2
14758093,2014,2,100,41,1
682381,2011,5,40,41,2
6989159,2013,3,100,95,3
9795483,2013,3,100,41,1
1804684,2012,3,100,41,1
40036481,2015,3,90,41,1
9529758,2013,1,63,41,1
34232884,2015,3,100,41,1
24839836,2014,1,100,41,3
4509849,2012,2,80,41,3
1495196,2011,5,46,41,1
757166,2011,1,100,41,1
35761677,2015,3,100,41,1
77125873,2016,3,100,41,1
44101751,2015,3,100,41,1
9997102,2013,3,100,41,1
107022433,2016,3,100,41,3
99494083,2016,3,100,41,1
30789108,2015,1,100,41,1
87140202,2016,3,100,41,1
5515591,2013,3,100,41,2
19655631,2014,3,90,41,1
16431226,2014,2,100,41,1
2702080,2012,3,100,41,1
39200438,2015,2,70,41,2
871849,2011,2,90,41,1
19804592,2014,3,100,41,1
23192585,2014,3,100,41,1
2801328,2012,3,100,41,2
394633,2011,1,75,95,1
122367126,2017,3,100,41,1
1036161,2011,1,100,41,2
3935947,2012,2,100,41,1
22261783,2014,3,100,41,2
173980,2010,3,100,41,1
3239818,2012,2,100,41,2
7149860,2013,1,75,41,2
15215529,2014,1,100,95,1
22577148,2014,3,100,41,1
2790890,2012,3,100,41,1
10994664,2014,2,100,41,1
6444987,2013,3,100,41,3
10674441,2013,1,100,41,1
49177258,2015,1,86,41,1
18873268,2014,3,100,41,1
9671392,2013,3,100,41,1
18573657,2014,3,100,41,2
25308624,2014,2,100,41,1
5008870,2013,2,100,41,1
15136282,2014,3,100,41,1
458815,2011,2,100,41,2
20169857,2014,3,100,41,1
68787921,2016,3,100,41,4
6312248,2013,3,100,41,3
24952041,2014,3,90,41,2
2653685,2012,3,100,41,1
35720500,2015,1,70,41,1
25301343,2014,2,100,41,1
108188109,2016,1,82,41,1
1410860,2011,3,100,41,1
10113647,2013,3,100,41,1
48656421,2015,2,100,41,1
6202359,2013,3,100,41,1
19844147,2014,2,100,41,1
11638358,2014,3,100,41,1
1884204,2012,2,100,41,1
6072984,2013,2,100,41,1
8993084,2013,3,100,41,3
643512,2011,1,80,41,1
39143718,2015,1,100,95,2
510577,2011,3,100,41,1
18890810,2014,2,100,41,1
87073939,2016,3,100,41,3
3691863,2012,3,100,41,1
610690,2011,3,100,41,2
11157871,2014,3,100,41,1
5738733,2013,3,100,41,3
14961638,2014,2,100,41,1
10630723,2013,2,100,41,2
19190670,2014,2,100,41,2
6725559,2013,3,100,41,1
24375,2009,2,100,144,2
25183,2009,3,100,41,2
16586817,2014,3,100,41,1
1528114,2011,3,95,41,2
13351364,2014,1,100,41,1
3471761,2012,3,100,41,2
2155917,2012,2,100,41,2
1989652,2012,3,100,41,1
3196987,2012,3,100,41,1
2908554,2012,3,100,95,1
5131090,2013,2,100,41,1
56662065,2016,1,70,41,1
115854410,2017,3,98,41,1
35514248,2015,3,100,41,1
39288710,2015,3,100,41,1
10273046,2013,1,100,41,1
42830446,2015,3,100,41,1
20670026,2014,3,100,41,1
15697051,2014,3,100,41,1
29055402,2015,3,100,41,1
13933851,2014,1,80,41,1
7858405,2013,3,100,41,2
11056171,2014,2,100,41,1
84557,2010,2,100,41,1
26134830,2015,2,100,41,1
47718277,2015,1,100,41,1
2085639,2012,3,90,41,1
2153691,2012,1,100,41,2
5145317,2013,3,100,95,1
33169239,2015,1,70,41,2
57125089,2016,2,100,41,1
100202479,2016,3,100,41,1
14933972,2014,2,100,41,1
39549563,2015,2,100,41,1
10621509,2013,3,100,41,1
2235105,2012,2,100,41,1
75478154,2016,3,100,41,1
2096374,2012,3,100,95,1
2007928,2012,2,100,41,1
46400748,2015,2,90,41,2
122530126,2017,3,100,41,1
7009626,2013,3,100,41,1
1865527,2012,3,100,41,3
1417757,2011,3,100,41,1
7559036,2013,1,100,41,1
375051,2011,3,100,41,1
3830995,2012,1,90,41,1
2926404,2012,2,100,95,1
11430190,2014,1,100,41,1
41158436,2015,2,100,41,1
695704,2011,1,100,41,1
101435219,2016,3,100,41,1
27460818,2015,3,100,41,1
12186466,2014,3,100,41,1
5535265,2013,2,100,41,1
15030682,2014,3,100,41,1
190239,2010,3,100,41,1
30848788,2015,1,100,41,2
98733796,2016,3,100,41,1
15084941,2014,3,100,95,1
21706654,2014,3,100,41,1
16129179,2014,3,100,41,1
44778314,2015,3,100,41,1
6270968,2013,1,90,41,1
30238962,2015,3,100,41,1
4146588,2012,2,60,41,1
82715129,2016,3,100,41,1
4276363,2012,3,100,41,1
2164314,2012,3,100,41,1
3811546,2012,3,100,41,1
15310896,2014,3,100,41,1
3674378,2012,3,100,41,1
88032934,2016,3,100,41,1
36841,2009,2,100,41,1
1115333,2011,3,100,41,1
240427,2010,3,100,41,2
45016,2009,1,70,41,1
25689357,2015,2,100,41,1
7542958,2013,1,100,41,1
806112,2011,2,100,41,1
106634224,2016,3,100,41,1
4586854,2013,3,100,41,1
19345802,2014,2,94,41,1
51646459,2015,3,100,41,1
28183109,2015,2,100,41,1
7505535,2013,3,100,41,1
41105505,2015,1,80,41,1
30766710,2015,3,100,41,1
11865651,2014,2,100,41,1
552679,2011,2,86,95,1
49177622,2015,3,95,41,3
610819,2011,3,100,41,1
7827053,2013,3,100,41,1
88602231,2016,1,100,41,1
14736455,2014,2,90,41,1
92602590,2016,3,100,41,1
57186170,2016,2,100,41,3
55546650,2016,2,100,41,1
25052740,2014,2,100,41,1
3851320,2012,3,100,41,1
7318649,2013,3,100,41,1
37075585,2015,3,100,41,1
45677054,2015,3,100,41,1
124743046,2017,3,100,41,1
1226782,2011,3,100,41,1
1539749,2011,3,100,41,4
6774871,2013,3,100,41,1
289135,2010,3,100,41,1
8708720,2013,3,100,41,2
9602492,2013,3,100,41,1
1788640,2012,5,30,41,2
179246,2010,2,100,41,1
26091462,2015,2,100,41,1
47025665,2015,3,100,41,1
8520029,2013,3,100,41,2
39041447,2015,5,38,41,1
6093878,2013,3,100,41,1
